Class Index,Description
1,"STOCKHOLM, Sweden - Austrian feminist writer Elfriede Jelinek won the Nobel Prize in literature, the Swedish Academy said Thursday, citing her ""musical flow of voices and counter-voices in novels and plays.""   The decision to award the prize to a woman, and a poet, was the first since 1996, when Wislawa Szymborska of Poland won. Since the prize first was handed out in 1901, only nine women have won it..."
1,"GENEVA, Oct 15 (AFP) -- A senior World Health Organisation (WHO) official sharply criticised the shortfall in international aid for Sudan #39;s strife-torn region of Darfur, despite the amount of political and media attention devoted to the crisis."
1,Al Qaeda-linked militants in Iraq have beheaded a British hostage despite last-ditch secret appeals from the government. A Reuters journalist in Baghdad on Friday saw a video 
1, SYDNEY (Reuters) - Australians voted on Saturday in an  election which offered the choice between a conservative  government that unreservedly backs the United States and its  Iraq war and a Labor opposition seeking stronger ties in Asia.
1,Foreigners continue to stream out of the West African nation of Ivory Coast despite promises from President Laurent Gbagbo to protect them after a surge of anti-Western violence.
1,"AP - Princess Sayako, the only daughter of Japan's Emperor Akihito and Empress Michiko, on Saturday postponed the announcement of her engagement due to the death of her great-aunt, an official said."
2,The Pistons ended up on the wrong side of history Tuesday night at the Charlotte Coliseum. They became the first defending NBA champion to lose to an expansion team since 
1,"Heavy rain and wind from what was once Hurricane Ivan assaulted the southern Appalachian region Friday, washing away homes and killing at least three people."
2,Reuters - Carolina\Panthers wide receiver Steve Smith underwent successful surgery\on his broken left leg Tuesday and needs at least eight weeks\to rehab.
2,"Anaheim, CA (Sports Network) - The New York Yankees are reportedly closing in on acquiring free-agent starting pitcher Carl Pavano."
4,Trend Micro Mobile Security Version 1.0 provides antivirus and antispam software for mobile phones running the Microsoft Windows Mobile and Symbian Ltd. operating systems.
1,"Reuters - Rescue teams tried to reach 86 trapped\miners on Friday after one of China's worst mine disasters in\years killed at least 62 people, prompting calls for action by\the president, state media said."
1,Augusto Pinochet was president of Chile from 1974 to 1990 Chile #39;s former President Augusto Pinochet pictured has been placed under house arrest on human rights charges.
3," NEW YORK (Reuters) - The doubts, the uncertainty, the  mud-slinging that have kept investors indecisive all year are  set to end one week from Tuesday when U.S. voters go to the  polls."
1,PARIS Yasser Arafat #39;s death remained a mystery Monday when his nephew said he could not rule out that the Palestinian leader had been poisoned.
2,NEW YORK (Reuters) - Jason Kidd returned to the New Jersey  lineup and assisted on Richard Jefferson's game winning basket  with 7.1 seconds left as the Nets beat the Toronto Raptors  88-86 in NBA play Monday in East Rutherford.
2,Tampa Bay's sputtering offense suffered a major blow Monday when the team learned receiver Joey Galloway will miss four to six weeks after aggravating a groin injury.
1,"Eight suspected terrorists arrested in Spain this week were planning to bomb the national court in Madrid, police said yesterday. The suicide attack on the building, a nerve "
3,"Video chain Blockbuster Inc (BBI.N: Quote, Profile, Research) on Friday said it would lower the price of its online DVD rentals to undercut a similar move by Netflix Inc."
2,CBC SPORTS ONLINE - What #39;s more surprising than the Houston Astros #39; 18 straight wins at home? How about a Jeff Bagwell post-season hitting streak?
3,"WASHINGTON (Dow Jones/AP) -- Dolby Laboratories Inc., the developer of noise reduction systems for audio equipment, filed Friday to sell up to \$460 million in stock in an initial public offering."
2,The Australian Rugby Union (ARU) on Friday selected the Western Australia capital of Perth to be the venue for their fourth team in the expanded Super 14 provincial competition in 2006.
1,The French government's appeal set in motion a swell of solidarity unseen in previous hostage dramas in Iraq.
3,"The Schering-Plough Corp. will market and distribute Bayer AG #39;s primary care pharmaceutical products in the United States under an agreement announced Monday that could impact up to 1,800 jobs."
1,"STOCKHOLM, Sweden - The guessing game over who will take home the world's most coveted awards ends this week with the announcement of the 2004 Nobel Prize winners.    The first announcement comes Monday with the physiology or medicine prize, followed by a week of announcements of winners for physics, chemistry, economics, peace and possibly literature..."
1,"JERUSALEM (Reuters) - Israeli Prime Minister Ariel Sharon  said on Friday he and Egyptian President Hosni Mubarak had  agreed to ""focus efforts and forces to fight terror,"" after  bombings at Egyptian resorts killed at least 31 people."
2,AFP - Rival National Basketball Association players and coaches have found plenty of blame to spread around regarding Friday's brawl between Detroit spectators and Indiana Pacers players.
4,Sony and Microsoft confront consumer apathy as they attempt to turn game consoles into multipurpose entertainment gadgets.
2,"Theyve gotta stop meeting like this? Dont tell Yanks, Sox; theyll do battle for 46th time in 17 months. Who will the 2004 ALCS and in how many games?"
2,"ATHENS --After winning world titles in both breaststroke events last summer while setting world records in each, Japan #39;s Kosuke Kitajima sat helplessly from across the Pacific last month as American Brendan Hansen broke ..."
3,"The rand was looking to strengthen further on Monday, extending Friday #39;s gains against the greenback, which tumbled following the release of poor US economic data."
1," NEW DELHI (Reuters) - Myanmar's military ruler, Senior  General Than Shwe, arrives in India on Sunday on a landmark  visit to strengthen economic and political ties with one of the  few friends his junta has in the world."
2,"Valentino Rossi and Sete Gibernau will go head to head in the Australian Grand Prix on Sunday, and they began the battle by dominating the first qualifying session at Phillip Island this afternoon."
1,"A new audiotape purportedly from al-Qaida #39;s second-in-command urging Muslim youths to attack the United States is probably authentic, a US intelligence official said."
1,Painstaking effort and computer power went into cleaning up the original Star Wars trilogy for its DVD release.
2,"The Tennessee Titans will have a kicker on hand for Saturday #39;s season opener at Miami, and it won #39;t be the NFL #39;s career scoring leader Gary Anderson."
2,"AP - Derek Lowe stood in the boisterous Boston clubhouse, a bottle of champagne in one hand, a cigar in the other."
1,"The published account of Pat Tillman's last moments was a distorted and incomplete narrative, according to dozens of internal Army documents obtained by The Washington Post."
2," CHARLOTTE, N.C. (Sports Network) - Carolina Panthers punter  Todd Sauerbrun was arrested Wednesday night and charged with  driving while impaired."
